gtin,sku,description,locationGln,locationName,quantityOnHand,uom,status
00012345600012,SKU-WOOF-001-913,Premium Belly Rub Machine,0614141000036,German Shepherd Sorting Facility,244,EA,active
00012345600029,SKU-WOOF-002-914,Tennis Ball Launcher 3000,0614141000043,Poodle Processing Center,1330,EA,active
00012345600036,SKU-WOOF-003-915,Squirrel Detection Radar,0614141000050,Bulldog Bulk Warehouse,919,EA,active
00012345600043,SKU-WOOF-004-916,Anti-Mailman Defense System,0614141000012,Golden Retriever Distribution Center,265,EA,active
00012345600050,SKU-WOOF-005-917,Automatic Treat Dispenser Pro,0614141000029,Labrador Logistics Hub,1315,EA,active
00012345600067,SKU-WOOF-006-918,Indestructible Chew Toy (Ha Right),0614141000036,German Shepherd Sorting Facility,918,EA,active
00012345600074,SKU-WOOF-007-919,Self-Cleaning Dog Bath Station,0614141000043,Poodle Processing Center,1167,EA,active
00012345600081,SKU-WOOF-008-920,AI-Powered Smart Dog Door,0614141000050,Bulldog Bulk Warehouse,1482,EA,active
00012345600012,SKU-WOOF-001-921,Premium Belly Rub Machine,0614141000012,Golden Retriever Distribution Center,1231,EA,active
00012345600029,SKU-WOOF-002-922,Tennis Ball Launcher 3000,0614141000029,Labrador Logistics Hub,1224,CS,active
00012345600036,SKU-WOOF-003-923,Squirrel Detection Radar,0614141000036,German Shepherd Sorting Facility,1162,EA,active
00012345600043,SKU-WOOF-004-924,Anti-Mailman Defense System,0614141000043,Poodle Processing Center,401,EA,active
00012345600050,SKU-WOOF-005-925,Automatic Treat Dispenser Pro,0614141000050,Bulldog Bulk Warehouse,1141,CS,active
00012345600067,SKU-WOOF-006-926,Indestructible Chew Toy (Ha Right),0614141000012,Golden Retriever Distribution Center,1110,EA,active
00012345600074,SKU-WOOF-007-927,Self-Cleaning Dog Bath Station,0614141000029,Labrador Logistics Hub,1159,EA,active
00012345600081,SKU-WOOF-008-928,AI-Powered Smart Dog Door,0614141000036,German Shepherd Sorting Facility,718,CS,low_stock
00012345600012,SKU-WOOF-001-929,Premium Belly Rub Machine,0614141000043,Poodle Processing Center,1423,EA,active
00012345600029,SKU-WOOF-002-930,Tennis Ball Launcher 3000,0614141000050,Bulldog Bulk Warehouse,1312,EA,low_stock
00012345600036,SKU-WOOF-003-931,Squirrel Detection Radar,0614141000012,Golden Retriever Distribution Center,626,EA,active
00012345600043,SKU-WOOF-004-932,Anti-Mailman Defense System,0614141000029,Labrador Logistics Hub,194,EA,low_stock
00012345600050,SKU-WOOF-005-933,Automatic Treat Dispenser Pro,0614141000036,German Shepherd Sorting Facility,431,EA,low_stock
00012345600067,SKU-WOOF-006-934,Indestructible Chew Toy (Ha Right),0614141000043,Poodle Processing Center,1095,EA,active
00012345600074,SKU-WOOF-007-935,Self-Cleaning Dog Bath Station,0614141000050,Bulldog Bulk Warehouse,692,PL,active
00012345600081,SKU-WOOF-008-936,AI-Powered Smart Dog Door,0614141000012,Golden Retriever Distribution Center,169,EA,low_stock
00012345600012,SKU-WOOF-001-937,Premium Belly Rub Machine,0614141000029,Labrador Logistics Hub,821,CS,active
00012345600029,SKU-WOOF-002-938,Tennis Ball Launcher 3000,0614141000036,German Shepherd Sorting Facility,256,PL,reserved
00012345600036,SKU-WOOF-003-939,Squirrel Detection Radar,0614141000043,Poodle Processing Center,467,EA,active
00012345600043,SKU-WOOF-004-940,Anti-Mailman Defense System,0614141000050,Bulldog Bulk Warehouse,261,EA,reserved
00012345600050,SKU-WOOF-005-941,Automatic Treat Dispenser Pro,0614141000012,Golden Retriever Distribution Center,1339,EA,active
00012345600067,SKU-WOOF-006-942,Indestructible Chew Toy (Ha Right),0614141000029,Labrador Logistics Hub,1312,EA,low_stock
00012345600074,SKU-WOOF-007-943,Self-Cleaning Dog Bath Station,0614141000036,German Shepherd Sorting Facility,1063,PL,active
00012345600081,SKU-WOOF-008-944,AI-Powered Smart Dog Door,0614141000043,Poodle Processing Center,851,EA,active
00012345600012,SKU-WOOF-001-945,Premium Belly Rub Machine,0614141000050,Bulldog Bulk Warehouse,362,EA,low_stock
00012345600029,SKU-WOOF-002-946,Tennis Ball Launcher 3000,0614141000012,Golden Retriever Distribution Center,536,EA,active
00012345600036,SKU-WOOF-003-947,Squirrel Detection Radar,0614141000029,Labrador Logistics Hub,984,EA,active
00012345600043,SKU-WOOF-004-948,Anti-Mailman Defense System,0614141000036,German Shepherd Sorting Facility,839,EA,active
00012345600050,SKU-WOOF-005-949,Automatic Treat Dispenser Pro,0614141000043,Poodle Processing Center,847,EA,active
00012345600067,SKU-WOOF-006-950,Indestructible Chew Toy (Ha Right),0614141000050,Bulldog Bulk Warehouse,646,EA,low_stock
00012345600074,SKU-WOOF-007-951,Self-Cleaning Dog Bath Station,0614141000012,Golden Retriever Distribution Center,970,EA,active
00012345600081,SKU-WOOF-008-952,AI-Powered Smart Dog Door,0614141000029,Labrador Logistics Hub,347,EA,active
00012345600012,SKU-WOOF-001-953,Premium Belly Rub Machine,0614141000036,German Shepherd Sorting Facility,964,CS,active
00012345600029,SKU-WOOF-002-954,Tennis Ball Launcher 3000,0614141000043,Poodle Processing Center,274,EA,active
00012345600036,SKU-WOOF-003-955,Squirrel Detection Radar,0614141000050,Bulldog Bulk Warehouse,864,EA,active
00012345600043,SKU-WOOF-004-956,Anti-Mailman Defense System,0614141000012,Golden Retriever Distribution Center,587,EA,low_stock
00012345600050,SKU-WOOF-005-957,Automatic Treat Dispenser Pro,0614141000029,Labrador Logistics Hub,715,PL,active
00012345600067,SKU-WOOF-006-958,Indestructible Chew Toy (Ha Right),0614141000036,German Shepherd Sorting Facility,1400,CS,active
00012345600074,SKU-WOOF-007-959,Self-Cleaning Dog Bath Station,0614141000043,Poodle Processing Center,333,EA,reserved
00012345600081,SKU-WOOF-008-960,AI-Powered Smart Dog Door,0614141000050,Bulldog Bulk Warehouse,850,EA,reserved
00012345600012,SKU-WOOF-001-961,Premium Belly Rub Machine,0614141000012,Golden Retriever Distribution Center,1271,EA,active
00012345600029,SKU-WOOF-002-962,Tennis Ball Launcher 3000,0614141000029,Labrador Logistics Hub,1454,CS,low_stock
00012345600036,SKU-WOOF-003-963,Squirrel Detection Radar,0614141000036,German Shepherd Sorting Facility,1448,CS,low_stock
00012345600043,SKU-WOOF-004-964,Anti-Mailman Defense System,0614141000043,Poodle Processing Center,1096,EA,active
00012345600050,SKU-WOOF-005-965,Automatic Treat Dispenser Pro,0614141000050,Bulldog Bulk Warehouse,872,CS,active
00012345600067,SKU-WOOF-006-966,Indestructible Chew Toy (Ha Right),0614141000012,Golden Retriever Distribution Center,662,EA,active
00012345600074,SKU-WOOF-007-967,Self-Cleaning Dog Bath Station,0614141000029,Labrador Logistics Hub,1433,EA,active
00012345600081,SKU-WOOF-008-968,AI-Powered Smart Dog Door,0614141000036,German Shepherd Sorting Facility,408,EA,active
00012345600012,SKU-WOOF-001-969,Premium Belly Rub Machine,0614141000043,Poodle Processing Center,1267,EA,reserved
00012345600029,SKU-WOOF-002-970,Tennis Ball Launcher 3000,0614141000050,Bulldog Bulk Warehouse,1039,EA,active
00012345600036,SKU-WOOF-003-971,Squirrel Detection Radar,0614141000012,Golden Retriever Distribution Center,673,EA,active
00012345600043,SKU-WOOF-004-972,Anti-Mailman Defense System,0614141000029,Labrador Logistics Hub,1005,EA,active
00012345600050,SKU-WOOF-005-973,Automatic Treat Dispenser Pro,0614141000036,German Shepherd Sorting Facility,207,EA,low_stock
00012345600067,SKU-WOOF-006-974,Indestructible Chew Toy (Ha Right),0614141000043,Poodle Processing Center,258,EA,active
00012345600074,SKU-WOOF-007-975,Self-Cleaning Dog Bath Station,0614141000050,Bulldog Bulk Warehouse,208,EA,active
00012345600081,SKU-WOOF-008-976,AI-Powered Smart Dog Door,0614141000012,Golden Retriever Distribution Center,550,EA,active
00012345600012,SKU-WOOF-001-977,Premium Belly Rub Machine,0614141000029,Labrador Logistics Hub,673,EA,active
00012345600029,SKU-WOOF-002-978,Tennis Ball Launcher 3000,0614141000036,German Shepherd Sorting Facility,1367,CS,active
00012345600036,SKU-WOOF-003-979,Squirrel Detection Radar,0614141000043,Poodle Processing Center,1122,EA,active
00012345600043,SKU-WOOF-004-980,Anti-Mailman Defense System,0614141000050,Bulldog Bulk Warehouse,1149,EA,active
00012345600050,SKU-WOOF-005-981,Automatic Treat Dispenser Pro,0614141000012,Golden Retriever Distribution Center,1474,EA,low_stock
00012345600067,SKU-WOOF-006-982,Indestructible Chew Toy (Ha Right),0614141000029,Labrador Logistics Hub,984,EA,low_stock
00012345600074,SKU-WOOF-007-983,Self-Cleaning Dog Bath Station,0614141000036,German Shepherd Sorting Facility,168,EA,active
00012345600081,SKU-WOOF-008-984,AI-Powered Smart Dog Door,0614141000043,Poodle Processing Center,976,EA,active
00012345600012,SKU-WOOF-001-985,Premium Belly Rub Machine,0614141000050,Bulldog Bulk Warehouse,231,EA,active
00012345600029,SKU-WOOF-002-986,Tennis Ball Launcher 3000,0614141000012,Golden Retriever Distribution Center,991,EA,active
00012345600036,SKU-WOOF-003-987,Squirrel Detection Radar,0614141000029,Labrador Logistics Hub,392,PL,low_stock
00012345600043,SKU-WOOF-004-988,Anti-Mailman Defense System,0614141000036,German Shepherd Sorting Facility,678,PL,active
00012345600050,SKU-WOOF-005-989,Automatic Treat Dispenser Pro,0614141000043,Poodle Processing Center,783,EA,active
00012345600067,SKU-WOOF-006-990,Indestructible Chew Toy (Ha Right),0614141000050,Bulldog Bulk Warehouse,1383,EA,low_stock
99999999999999,SKU-BAD-001,Invisible Cat Repellent,0614141000012,Golden Retriever Distribution Center,100,EA,active
00000000000000,SKU-BAD-002,Quantum Fetch Ball,0614141000029,Labrador Logistics Hub,50,CS,active
00012345600012,SKU-WOOF-001-ERR,Premium Belly Rub Machine,9999999999999,Mystery Warehouse,200,EA,active
00012345600029,SKU-WOOF-002-ERR,Tennis Ball Launcher 3000,0000000000000,Nonexistent Depot,75,EA,low_stock
11111111111111,SKU-BAD-003,Self-Walking Leash,8888888888888,Ghost Distribution Center,300,EA,active
00012345600036,SKU-WOOF-003-ERR,Squirrel Detection Radar,0614141000036,German Shepherd Sorting Facility,150,BOXES,active
00012345600043,SKU-WOOF-004-ERR,Anti-Mailman Defense System,0614141000043,Poodle Processing Center,80,EA,expired
00012345600050,SKU-WOOF-005-ERR,Automatic Treat Dispenser Pro,0614141000050,Bulldog Bulk Warehouse,25,EA,deleted
00012345600067,SKU-WOOF-006-ERR,Indestructible Chew Toy (Ha Right),0614141000012,Golden Retriever Distribution Center,-50,EA,active
55555555555555,SKU-BAD-004,Teleportation Dog Bed,0614141000029,Labrador Logistics Hub,100,PALLETS,low_stock
